time,x,y,z,roll,pitch,yaw
0.15200,0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000
0.15300,-0.00000,0.00000,0.22192,-0.00000,-0.00000,-0.00000
0.15500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.15700,0.00000,-0.00000,0.22192,0.00002,0.00000,0.00000
0.15900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16400,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.16500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16700,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.16800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17000,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17300,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17600,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17900,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.18100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.18200,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.18400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.18500,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18600,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.18700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.18800,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18900,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.19000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.19100,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.19200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.19300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.19400,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.19500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.19600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.19700,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.19800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.19900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.20000,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.20100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.20200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.20300,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.20400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.20500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.20600,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.20700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.20800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.20900,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.21000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.21100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.21200,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.21300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.21400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.21500,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.21600,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.21700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.21800,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.21900,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.22000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.22100,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.22200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.22300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.22400,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.22500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.22600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.22700,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.22800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.22900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.23000,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.23100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.23200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.23300,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.23400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.23500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.23600,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.23700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.23800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.23900,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.24000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.24100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.24200,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.24300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.24400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.24500,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.24600,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.24700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.24800,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.24900,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.25000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.25100,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.25200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.25300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.25400,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.25500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.25600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.25700,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.25800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.25900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.26000,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.26100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.26200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.26300,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.26400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.26500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.26600,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.26700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.26800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.26900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.27000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.27100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.27200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.27300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.27400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.27500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.27600,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.27700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.27800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.27900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.28000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.28100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.28200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.28300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.28400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.28500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.28600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.28700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.28800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.28900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.29000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.29100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.29200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.29300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.29400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.29500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.29600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.29700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
