time,x,y,z,roll,pitch,yaw
0.14900,0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000
0.15000,-0.00000,0.00000,0.22192,-0.00000,-0.00000,-0.00000
0.15100,0.00000,-0.00000,0.22192,0.00001,0.00000,-0.00000
0.15200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.15300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.15400,0.00000,-0.00000,0.22192,0.00002,0.00000,0.00000
0.15500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.15700,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.15700,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.15800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.15900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16000,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.16200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16300,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.16400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16700,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.16800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.16900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17000,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17300,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17600,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.17700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.17800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.17900,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.18100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.18200,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.18300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
