time,x,y,z,roll,pitch,yaw
0.11400,0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000
0.11600,-0.00000,0.00000,0.22192,-0.00000,-0.00000,-0.00000
0.11700,0.00000,-0.00000,0.22192,0.00001,0.00000,-0.00000
0.11800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.11800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.12000,0.00000,-0.00000,0.22192,0.00002,0.00000,0.00000
0.12000,0.00000,-0.00000,0.22192,0.00002,0.00000,0.00000
0.12100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.12300,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.12500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.12500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.12500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.12600,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.12700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.12900,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.12900,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.13000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.13100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.13200,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.13300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.13400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.13500,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.13600,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.13700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.13800,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.13900,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.14000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.14100,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.14200,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.14300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.14400,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.14500,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.14600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.14700,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.14800,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.14900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.15000,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.15100,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.15200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.15300,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.15400,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.15500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.15600,0.00000,-0.00000,0.22191,0.00002,0.00000,0.00000
0.15700,-0.00000,-0.00000,0.22192,0.00000,-0.00000,0.00000
0.15800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.15900,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.16000,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.16100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,0.00000
0.16200,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.16300,-0.00000,-0.00000,0.22192,0.00000,-0.00000,-0.00000
0.16400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.16500,0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
